result_id,det_index,matched,matched_track_id,e,n,lat,lon,utc,range,direction
1,24,0,-1,651881.878989,4350932.142857,39.278784868102,118.760378961100,40206.609375000000,15675.412890293490,-48.781014684292
1,25,0,-1,651983.549199,4351140.184032,39.280639114233,118.761557290007,40206.609375000000,15465.965776722391,-48.418765356377
1,26,0,-1,652166.813076,4350712.389726,39.276757535531,118.763681266001,40206.734375000000,15590.243400401841,-50.081598815479
1,27,0,-1,651706.097015,4350376.604861,39.273827135976,118.757792387493,40206.734375000000,16195.353831515869,-49.829482872835
1,28,0,-1,652008.702778,4350672.793505,39.276428964659,118.761848812837,40206.734375000000,15736.842568975540,-49.821252494885
1,29,0,-1,652041.175342,4350644.912640,39.276172394394,118.762225160596,40206.734375000000,15729.862143160086,-49.975239109723
1,30,0,-1,652987.089394,4350898.137437,39.278284635714,118.773188028323,40206.863281250000,14845.028736849999,-51.593756593943
1,31,0,-1,652989.078251,4350921.128742,39.278491165976,118.773211078576,40206.863281250000,14828.259470050136,-51.531284268699
1,32,0,-1,651893.049833,4350105.049358,39.271350868304,118.759958440675,40206.863281250000,16225.356344399443,-50.999314985193
1,33,0,-1,651857.232037,4350178.277229,39.272016056682,118.759543452311,40206.863281250000,16204.424615293559,-50.720042210409
1,34,0,-1,653136.169257,4349498.208469,39.265660892520,118.774361328085,40207.121093750000,15731.259025707936,-55.687979506287
1,35,0,-1,652935.665993,4349078.871209,39.261922895936,118.772038281729,40207.121093750000,16139.534250172321,-56.337902741665
1,36,0,-1,652904.702477,4349141.275442,39.262489932148,118.771679535981,40207.121093750000,16115.809735911836,-56.105717291020
1,37,0,-1,654321.367324,4350705.996791,39.276319329276,118.788651897901,40207.121093750000,14005.436447071290,-55.859065499712
1,38,0,-1,652860.702454,4349259.032212,39.263557284567,118.771169748214,40207.121093750000,16094.875910013974,-55.578645253148
1,39,0,-1,652628.032172,4350774.380113,39.277234298572,118.769026661466,40207.246093750000,15183.140662806063,-51.089150755799
1,40,0,-1,652627.280023,4350791.160464,39.277385424409,118.769017944279,40207.246093750000,15172.663946975215,-51.039594318276
1,41,0,-1,652201.874394,4350574.861684,39.275524305112,118.763536510416,40207.246093750000,15671.923804461803,-50.495556090506
1,42,0,-1,653334.560780,4351427.843854,39.283000717375,118.777215116983,40207.246093750000,14220.840225055186,-50.984003408621
1,43,0,-1,652551.486548,4350957.194737,39.278892827103,118.768139520111,40207.246093750000,15122.374021419326,-50.380412761478
1,44,0,-1,652694.604596,4351113.356781,39.280272824766,118.769798216281,40207.246093750000,14912.103360356934,-50.281112056229
1,45,0,-1,653271.749051,4351284.173380,39.281719039517,118.776487148099,40207.246093750000,14362.776624745891,-51.251169673100
1,46,0,-1,651848.463875,4350082.124337,39.271152384676,118.759441863562,40207.246093750000,16261.637854205765,-51.003869013822
1,47,0,-1,653257.074901,4351275.455071,39.281643183232,118.776317079145,40207.246093750000,14379.555539846962,-51.237372690977
1,48,0,-1,652445.321239,4350581.537713,39.275541655666,118.766357106950,40207.246093750000,15483.422774705190,-51.063390697344
1,49,0,-1,652786.771793,4351106.497593,39.280194873003,118.770866406892,40207.246093750000,14846.427018593182,-50.531834640282
1,50,0,-1,652365.662582,4350533.734045,39.275125493835,118.765434174840,40207.246093750000,15574.885209031614,-51.003869013822
1,51,0,-1,652759.057990,4351079.807701,39.279959592789,118.770545212100,40207.246093750000,14884.855277000048,-50.539890848408
1,52,0,-1,652360.887837,4350514.787212,39.274955843976,118.765378854234,40207.246093750000,15590.942613807521,-51.043562658183
1,53,0,-1,651899.430624,4350136.192613,39.271629985907,118.760032369121,40207.246093750000,16187.679732599630,-50.978040653475
1,54,0,-1,652953.293299,4351192.486460,39.280939270430,118.772796341669,40207.246093750000,14664.043549856659,-50.700618859957
1,55,0,-1,651643.743247,4350048.925572,39.270889444159,118.757069950670,40207.246093750000,16438.140817348147,-50.622361967542
1,56,0,-1,653100.027522,4351257.821106,39.281501277495,118.774496947389,40207.246093750000,14510.278881587101,-50.884497797697
1,57,0,-1,651925.836393,4350072.106231,39.271048700449,118.760338308836,40207.246093750000,16210.007234162193,-51.211728745738
1,58,0,-1,651676.515328,4350046.152609,39.270858766368,118.757449651193,40207.246093750000,16415.120246406583,-50.704628181000
1,59,0,-1,653326.655976,4351288.465602,39.281747957107,118.777123502707,40207.246093750000,14318.730231043957,-51.382958173136
1,60,0,-1,653140.180733,4351265.958490,39.281567410765,118.774962311032,40207.246093750000,14474.629219092996,-50.964127558136
